frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_text
1119,461.0,"[169.32700679609925, 764.6128084086347, 650.6144202313103, 1484.3646155097988]","[200.2334747314453, 1042.789794921875, 354.7852478027344, 1168.5821533203125]","50-Y1
539.38"
1120,461.0,"[220.97108078603688, 764.5807828576383, 707.4850355907909, 1448.8973938681359]","[232.87449645996094, 1028.0760498046875, 382.3854675292969, 1155.0927734375]","50-Y1
539.38"
1121,461.0,"[254.4424536357103, 760.1981197717269, 721.932269570082, 1418.2073570092612]","[270.5166320800781, 1015.8645629882812, 416.4825439453125, 1137.133544921875]","50-Y1
539.38"
1122,461.0,"[294.5714344906979, 760.2794973742214, 751.8866296850525, 1385.9044931229912]","[305.36138916015625, 1006.4298706054688, 454.626220703125, 1125.7576904296875]","50-Y1
539.38"
1122,466.0,"[53.425696197468454, 624.3802761129585, 415.71533472152385, 1044.3033978553733]","[68.21401977539062, 808.9588623046875, 156.64495849609375, 879.706787109375]","20-H3
4679"
1123,461.0,"[328.71502531300416, 749.6548053111816, 774.5101184625403, 1356.7853738099698]","[338.1263122558594, 999.2957153320312, 481.3885803222656, 1113.060546875]","50-Y1
539.38"
1123,466.0,"[85.15972131527417, 601.6928486071524, 444.31488489172204, 1024.0750593181815]","[102.27152252197266, 802.0900268554688, 184.7701416015625, 869.5233764648438]","20-H3
467.19"
1124,461.0,"[365.36153491101203, 764.4327559079343, 807.5880484030799, 1353.1909166843784]","[369.443603515625, 987.85546875, 512.8134765625, 1100.34375]","50-Y1
539.38"
1124,466.0,"[117.55921336139696, 582.2967121914266, 471.2472403495151, 1007.7426660982837]","[133.52822875976562, 794.4329223632812, 219.5152130126953, 861.853271484375]","20-H3
4679"
1125,461.0,"[397.6910838746761, 771.1760965213108, 837.9808478281446, 1344.8164578277083]","[399.7028503417969, 983.2732543945312, 535.9616088867188, 1092.270751953125]","50-Y1
539.38"
1126,461.0,"[417.7112706542853, 779.2913290439444, 832.558896125604, 1336.1185181565777]","[428.7961120605469, 976.4609985351562, 563.9459228515625, 1081.4951171875]","50-Y1
539.38"
1127,461.0,"[444.58094121268175, 776.2645433298502, 837.4317244839216, 1319.939654608183]","[459.0854187011719, 965.8154296875, 589.792724609375, 1066.7640380859375]","50-Y1
539.38"
1127,466.0,"[209.63115302641867, 562.3565525328322, 538.0523756760825, 983.442129341925]","[228.9026641845703, 778.0059814453125, 303.18597412109375, 839.0819091796875]","20-H3
4619"
1128,461.0,"[470.1368270688182, 764.9868999910657, 843.1483810022434, 1299.7884808013976]","[483.6962890625, 956.8775024414062, 615.3551025390625, 1056.243408203125]","50-Y1
539.38"
1128,466.0,"[240.1325462554108, 569.0750045577615, 556.2457436457164, 976.3303608817519]","[264.74468994140625, 772.01220703125, 337.59344482421875, 830.13134765625]","20-H3
4619"
1129,461.0,"[495.46527070730036, 751.4415202651195, 848.470564645321, 1279.056456136374]","[514.20849609375, 944.208251953125, 643.0394897460938, 1041.0626220703125]","50-Y1
539.38"
1129,466.0,"[273.3588932060623, 567.9683870975182, 578.0228792734335, 965.1764584689095]","[295.03643798828125, 762.8857421875, 363.31439208984375, 816.4345703125]","20-H3
4619"
1130,466.0,"[306.5260257823958, 584.9371900577884, 598.1555864948023, 961.9149884355044]","[320.86712646484375, 756.7463989257812, 393.20391845703125, 812.315185546875]","20-H3
4619"
1131,461.0,"[554.8769054921673, 750.7692447885881, 900.6797310033047, 1264.5752679937955]","[561.3485107421875, 934.9560546875, 685.7366943359375, 1028.1737060546875]","50-Y1
539.38"
1131,466.0,"[334.1930434693361, 610.7544201020587, 614.8127132938429, 960.9182995305282]","[345.8270263671875, 757.009765625, 416.07965087890625, 811.9547119140625]","20-H3
4619"
1132,461.0,"[579.0665619804561, 748.1982809317874, 919.3256648385188, 1250.3817916847577]","[586.6981201171875, 923.2395629882812, 709.7232055664062, 1015.8341674804688]","50-Y1
539.38"
1132,469.0,"[13.031838692639838, 344.03013928067685, 438.22550909426127, 757.6577512011672]","[18.772573471069336, 493.71844482421875, 112.08526611328125, 538.612060546875]","72-A7
7614"
1133,461.0,"[595.0309383454783, 746.7315611063506, 923.6705032964458, 1236.8500019856324]","[611.1376953125, 914.771484375, 733.5894775390625, 1006.2374267578125]","50-Y1
539.38"
1133,466.0,"[393.1361948176852, 589.3589519723087, 656.8081739205259, 927.1222826252554]","[398.68560791015625, 745.27490234375, 463.7615661621094, 795.091064453125]","20-H3
4619"
1133,469.0,"[12.883088383837276, 344.5701371744731, 453.68982141563527, 754.2265818600438]","[39.361724853515625, 493.2799987792969, 123.07637786865234, 533.8140869140625]","72-A7
7614"
1134,461.0,"[617.1192770491982, 740.220996990989, 937.3020766695654, 1222.3362319036787]","[636.4553833007812, 906.7115478515625, 758.5640258789062, 996.3885498046875]","50-Y1
539.38"
1134,469.0,"[14.645795986364078, 345.37542344832855, 475.1279417869728, 752.0455226861732]","[58.21416091918945, 492.99884033203125, 141.30923461914062, 535.7704467773438]","72-A7
7614"
1134,466.0,"[422.6389858910328, 592.4301733299202, 675.1981427037134, 919.6833146491839]","[431.31683349609375, 740.7105102539062, 492.085693359375, 791.6852416992188]","20-H3
4619"
1135,461.0,"[648.9184158311251, 727.0896332696788, 974.5989239515667, 1206.6941506364813]","[659.841796875, 898.1178588867188, 785.1106567382812, 988.5543823242188]","50-Y1
539.38"
1135,466.0,"[449.68546958770975, 604.6477530219361, 692.6179372340944, 915.7936165055148]","[459.0679931640625, 730.6448364257812, 522.3663330078125, 786.1534423828125]","20-H3
4619"
1135,469.0,"[13.792242995223319, 343.95100101550247, 490.16574881855394, 747.2304143856761]","[75.97359466552734, 491.1166076660156, 155.97933959960938, 529.3533935546875]","72-A7
7614"
1136,461.0,"[659.4744992592732, 717.3528161800816, 976.1373006858985, 1192.1024696912086]","[684.8387451171875, 889.7918701171875, 805.6752319335938, 977.0106811523438]","50-Y1
539.38"
1136,466.0,"[473.53866684172226, 602.7042158840638, 704.0160466552386, 904.5969659820291]","[484.43902587890625, 722.5204467773438, 549.678955078125, 780.1605224609375]","20-H3
4619"
1136,469.0,"[14.374070184354622, 344.9112861622974, 505.8768948176179, 740.9049486089099]","[96.93370056152344, 489.3643798828125, 171.80532836914062, 526.6869506835938]","72-A7
7614"
1137,461.0,"[682.335573257917, 719.0328573831049, 994.7333129837438, 1185.6192450199965]","[705.6812744140625, 887.97314453125, 823.6576538085938, 970.7099609375]","50-Y1
539.38"
1137,469.0,"[18.0539816731349, 345.57704281123995, 528.1494705400904, 737.749588943518]","[106.61764526367188, 490.8153991699219, 187.5006103515625, 528.059814453125]","72-A7
7614"
1138,461.0,"[703.1193022100169, 722.1108778880209, 1010.9701323921452, 1180.0665473795677]","[729.4066162109375, 884.3809204101562, 846.05908203125, 966.3945922851562]","50-Y1
539.38"
1138,469.0,"[24.8027409123157, 350.12390540188653, 551.2987776726019, 736.9393069502171]","[124.99598693847656, 492.17535400390625, 206.10324096679688, 530.4404907226562]","72-A7
7614"
1138,466.0,"[522.8149055485779, 611.2503546213758, 738.7316272234381, 891.3612059514809]","[534.121826171875, 716.3504638671875, 598.083984375, 771.5015869140625]","Y4-C6
01H.93"
1139,461.0,"[720.3311574352083, 718.8135746979722, 1019.9261412794485, 1168.4991873018573]","[751.6768798828125, 873.6602783203125, 865.335205078125, 956.6063232421875]","50-Y1
539.38"
1139,469.0,"[34.89018763683998, 350.33111484850576, 572.6639076661569, 732.8297743598836]","[142.504150390625, 488.435546875, 216.14085388183594, 525.9912109375]","72-A7
7614"
1140,461.0,"[737.3745652492349, 705.9305403966692, 1028.3188548768082, 1153.8409322473751]","[773.0765380859375, 871.364501953125, 883.6646728515625, 949.3092041015625]","50-Y1
539.38"
1140,469.0,"[48.84484407886811, 355.3838356348974, 591.1595642380892, 733.0516511331348]","[155.99330139160156, 491.82696533203125, 233.63214111328125, 528.227783203125]","72-A7
7614"
1141,461.0,"[757.3827701614041, 698.3212889509628, 1040.8028815053924, 1144.0401716140316]","[792.4326782226562, 865.9310302734375, 903.7813110351562, 944.501220703125]","50-Y1
539.38"
1141,469.0,"[65.04017405922428, 356.83779264225655, 613.7514915546658, 729.5117188257325]","[171.8364715576172, 490.594482421875, 247.58033752441406, 527.790771484375]","72-A7
7614"
1142,461.0,"[781.945131337388, 691.5660924259507, 1060.9828133021672, 1135.4017900520391]","[817.4927978515625, 857.1271362304688, 925.0269775390625, 936.8388061523438]","50-Y1
539.38"
1142,469.0,"[79.8633477137227, 356.7424526774016, 627.2759047622612, 725.0827345295563]","[192.18113708496094, 487.5152893066406, 267.1324462890625, 526.655517578125]","72-A7
7614"
1142,466.0,"[613.1456893940095, 585.9938731362228, 811.0797481084184, 855.3424268318187]","[622.836181640625, 701.4076538085938, 683.456298828125, 754.2242431640625]","20-H3
4619"
1143,461.0,"[801.8707859605431, 693.4392728539051, 1074.0617096976155, 1129.806720074272]","[839.8642578125, 854.21142578125, 947.00048828125, 927.8966064453125]","50-Y1
539.38"
1143,469.0,"[95.46539563832891, 356.5592677571444, 641.0126766654655, 721.5072990184963]","[209.93682861328125, 484.74169921875, 280.92669677734375, 521.420166015625]","72-A7
7614"
1143,466.0,"[632.4628760400619, 584.3879693516275, 823.005121273884, 850.6609005126182]","[645.357666015625, 703.4884033203125, 700.9993896484375, 744.7469482421875]","20-H3
4619"
1144,461.0,"[823.5207090382439, 705.0428896955367, 1083.4790238223036, 1125.6675957166476]","[855.8814697265625, 849.558837890625, 969.876708984375, 924.1776123046875]","50-Y1
539.38"
1144,469.0,"[111.46884533442221, 357.21462477843556, 650.1550663458709, 717.5920688089586]","[223.6746368408203, 484.51849365234375, 294.12664794921875, 521.0504150390625]","72-A7
7614"
1145,461.0,"[841.1426904921723, 708.6687655764949, 1087.787071242934, 1116.866723239703]","[873.0613403320312, 846.5740356445312, 986.1564331054688, 922.0211791992188]","50-Y1
539.38"
1145,466.0,"[671.4424646806217, 595.4782369013556, 850.4257102970387, 845.9619459590613]","[683.8807983398438, 697.6942138671875, 744.3109130859375, 746.4560546875]","20-H3
4619"
1145,469.0,"[127.74439699808437, 359.5223403376914, 660.5157539151987, 716.2544045438264]","[239.5037384033203, 488.27215576171875, 314.87451171875, 524.5654907226562]","72-A7
7614"
1146,461.0,"[855.1758669059163, 713.1934627724303, 1088.7085436277316, 1109.871518898762]","[893.977294921875, 842.7840576171875, 993.072509765625, 914.27294921875]","50-Y1
539.38"
1146,469.0,"[146.17743599721302, 359.77816961596784, 671.6333128969136, 713.4660798790447]","[255.52468872070312, 490.74615478515625, 330.8033752441406, 526.2626342773438]","72-A7
7614"
1147,461.0,"[869.0686367133785, 710.1708407903039, 1089.0633260456532, 1099.360377616257]","[911.9788818359375, 841.2892456054688, 1021.80419921875, 912.7091674804688]","50-Y1
539.38"
1147,466.0,"[703.5666176306773, 591.7692477508955, 874.888405497884, 837.3917623921535]","[718.046875, 696.7664794921875, 774.7055053710938, 734.5924072265625]","20-H9
4619"
1147,469.0,"[169.45683623523638, 361.29120255803616, 684.8049725498611, 711.95589372353]","[266.46746826171875, 489.6270446777344, 341.479736328125, 526.0328369140625]","72-A7
7614"
1148,461.0,"[886.1614039895074, 719.1366378241636, 1090.0620144475786, 1095.0270733899886]","[928.735107421875, 837.498291015625, 1042.3209228515625, 910.4566650390625]","50-Y1
539.38"
1148,474.0,"[33.772758981118244, 545.1222271779304, 346.44102758821464, 902.7348855834925]","[38.03536605834961, 696.982177734375, 97.97509765625, 745.6063232421875]","47-P6
9001"
1148,466.0,"[723.0528675055161, 581.0748226456633, 894.3273755465473, 828.4359622680824]","[735.2701416015625, 691.9451904296875, 796.3984375, 732.347412109375]","20-HE
4619"
1149,461.0,"[903.7600993189932, 716.5041200348876, 1090.689668384986, 1081.871083640196]","[948.1137084960938, 830.2626953125, 1056.713134765625, 900.1693115234375]","50-Y1
539.38"
1150,461.0,"[919.3106242409871, 712.4781687077854, 1090.1161323061451, 1069.1079580904338]","[965.1450805664062, 820.8920288085938, 1066.790771484375, 890.6390991210938]","50-Y1
539.38"
1150,466.0,"[756.9422188520045, 582.7341176258144, 927.5205356801212, 820.4815122380112]","[770.3389892578125, 677.763427734375, 825.725830078125, 722.1648559570312]","20-H3
4619"
1151,461.0,"[934.0170460581221, 709.3145721137012, 1089.1153554119828, 1055.1959498507033]","[979.0296020507812, 816.756591796875, 1080.0, 886.519775390625]","50-Y1
539.38"
1151,466.0,"[773.7144300255549, 577.8645449098149, 944.4397799458237, 813.9910764910967]","[781.4381103515625, 674.5435791015625, 842.9091796875, 715.8084716796875]","20-H3
4619"
1151,477.0,"[270.0715664790156, 354.6431654419048, 711.56282988572, 683.8281966279653]","[323.350341796875, 476.45635986328125, 399.1158142089844, 522.33984375]","72-A7
7614"
1152,461.0,"[946.9317526661612, 712.0065793332734, 1087.5612393310157, 1047.3248401929386]","[989.777099609375, 814.9641723632812, 1080.0, 881.8460083007812]","50-Y1
539.38"
1153,461.0,"[959.6584328393767, 712.9110113997867, 1086.2914521207013, 1037.224364469198]","[1003.9599609375, 812.8753051757812, 1080.0, 874.2108764648438]","50-Y1
5393"
1153,466.0,"[794.9157345943745, 582.7737825350765, 959.8057596260667, 808.2856152939299]","[806.5098266601562, 672.022705078125, 862.9755249023438, 710.6094360351562]","20-H3
4619"
1153,474.0,"[171.370533495303, 562.5091825792271, 470.15276825356534, 854.8544372021662]","[191.91929626464844, 669.5179443359375, 244.70791625976562, 714.1632080078125]","47-P6
9001"
1154,474.0,"[197.40790847295628, 561.9976209443506, 488.7595559371882, 848.6016411535724]","[217.746826171875, 670.9683837890625, 270.857177734375, 710.73486328125]","47-P6
9001"
1156,466.0,"[822.5118579226639, 589.644611665494, 973.7754294615429, 795.5840182013312]","[841.298095703125, 662.8218383789062, 895.2314453125, 700.080322265625]","20-H3
4619"
1158,474.0,"[292.47211616983617, 556.5828659197407, 550.3066386564194, 827.563253231164]","[305.5003967285156, 663.615966796875, 357.24908447265625, 701.00244140625]","47-P6
9001"
1159,474.0,"[306.03594859263546, 498.0920780545565, 563.6208200160007, 797.8177669217724]","[328.942626953125, 664.39501953125, 381.575439453125, 699.509521484375]","47-P6
9001"
1161,466.0,"[866.3783618862352, 587.0799668267715, 1007.4613699165894, 779.8318532768341]","[880.9238891601562, 657.804443359375, 934.7158813476562, 697.626220703125]","23-AH
4619"
1161,474.0,"[341.3968991595249, 533.020580880868, 586.3974927330124, 816.4402603253209]","[366.934326171875, 660.2184448242188, 417.61444091796875, 696.3349609375]","47-P6
9001"
1162,474.0,"[369.35628038368225, 549.5795575566631, 603.1325983758792, 818.5896500815913]","[384.6181640625, 658.044921875, 434.21136474609375, 693.0133056640625]","47-P6
9001"
1163,474.0,"[390.03984521790323, 563.9961915067992, 616.3490152564269, 814.6760533310159]","[403.1023864746094, 650.1201171875, 454.8642883300781, 684.6525268554688]","47-P6
9001"
1172,491.0,"[529.1109333246728, 562.3009952035322, 692.1573215266297, 766.7493241378795]","[537.149169921875, 634.3494873046875, 579.4873657226562, 666.8839111328125]","47-FB
8801"
1174,466.0,"[946.79225649714, 567.8411013761175, 1070.0655222058615, 737.166687274433]","[969.0, 629.583740234375, 1009.939453125, 660.60400390625]","20-P4
5619"
1183,466.0,"[968.9370504321902, 556.7045157764397, 1075.020620538918, 718.899872203437]","[997.0651245117188, 623.7345581054688, 1037.23193359375, 652.5859985351562]","90-H3
6519"
1256,518.0,"[144.95149470662963, 617.8035269584258, 387.5471956769105, 895.6731435322116]","[153.17626953125, 694.5924072265625, 220.13409423828125, 751.8839111328125]",23F-999.520
1260,518.0,"[216.03012441268726, 602.9154305522264, 433.1046492861473, 859.6335117799773]","[227.29010009765625, 680.0879516601562, 289.0963439941406, 725.2113037109375]","59-S2
239.90"
1262,518.0,"[251.38671346820934, 602.0718458047794, 453.92252918575844, 851.3867250213251]","[263.538330078125, 677.8056640625, 320.1752014160156, 722.1041259765625]","59-S2
239.90"
1263,518.0,"[268.31011016479647, 599.8053978624173, 462.8969503153072, 844.6245259471568]","[275.15863037109375, 669.657958984375, 337.43267822265625, 719.6565551757812]","23-F9
952.90"
1265,518.0,"[296.1411597110027, 599.921096647495, 476.77115429603674, 835.8483278880576]","[304.9510803222656, 673.128662109375, 361.78228759765625, 712.9852294921875]","59-S2
3990"
1266,518.0,"[316.50189115778267, 595.8049771628484, 493.13809904337415, 829.8122559283725]","[321.627685546875, 667.8333740234375, 380.759033203125, 711.692626953125]","59-S2
239.90"
1274,518.0,"[423.35015497879647, 587.5141407372219, 570.6479195732685, 793.5989307882355]","[428.4952697753906, 647.93798828125, 477.0881652832031, 686.0557861328125]","59-S2
239.90"
1275,518.0,"[435.171198859727, 584.8543480920141, 577.8524515723748, 787.6647752006818]","[443.02313232421875, 646.53076171875, 486.84649658203125, 682.203369140625]","59-S2
239.90"
1276,518.0,"[445.49060462679313, 582.0596007551163, 584.1703523797589, 783.0078351951828]","[453.2582702636719, 644.6773681640625, 497.8116760253906, 677.6973266601562]","59-S2
239.90"
1278,518.0,"[469.3922493372506, 581.5941056929553, 605.4188566015814, 775.9003585550097]","[474.80926513671875, 636.62158203125, 518.461181640625, 668.8712768554688]","59-S2
239.90"
1280,518.0,"[490.8289881248225, 578.360893235745, 623.3577976905516, 768.4753278123468]","[496.353515625, 632.796875, 540.2180786132812, 665.2484741210938]","59-S2
2990"
1281,518.0,"[500.44392127979114, 578.758794268548, 629.33324838484, 764.49803907157]","[504.7374572753906, 631.7464599609375, 550.2364501953125, 663.6524047851562]","59-S2
5990"
1282,518.0,"[510.82253859681947, 580.2536661398643, 638.8490644276884, 761.460317473492]","[517.779052734375, 632.4229736328125, 560.9246826171875, 663.0733032226562]","59-S2
259.90"
1283,518.0,"[520.3684087886685, 576.8167596094848, 647.7174594673392, 755.3657635984777]","[524.6871337890625, 628.4024047851562, 571.2562255859375, 660.1490478515625]","59-S2
3990"
1284,518.0,"[528.8228945576484, 576.863382288742, 653.7298407589328, 752.9993123535393]","[534.0909423828125, 629.310546875, 577.2353515625, 661.1907958984375]","59-S2
5990"
1286,518.0,"[550.244022576132, 577.5213941451583, 675.3499406570152, 750.0213265427589]","[552.4031982421875, 627.7164306640625, 597.977294921875, 662.2462158203125]","59-S2
3990"
1288,518.0,"[570.8397259854501, 576.0169116588393, 694.1717503316108, 743.5355040264369]","[571.5844116210938, 624.3532104492188, 614.4647827148438, 658.0552978515625]","59-C2
539.90"
1290,518.0,"[587.1540959380992, 574.6866725994963, 704.8809692596211, 739.6137088666222]","[592.9520263671875, 616.3416748046875, 630.8360595703125, 647.7578125]","55-L2
529.90"
1291,518.0,"[596.0844877472832, 572.4258655936083, 712.6132179209899, 735.7002458466627]","[599.0272216796875, 619.445556640625, 637.131591796875, 648.5711669921875]","95-C2
5890"
1294,554.0,"[32.173669328752254, 653.2878264628357, 427.43815082833714, 1179.59844559725]","[36.277099609375, 865.9498901367188, 145.24285888671875, 945.3310546875]",72E7177845
1295,554.0,"[55.0354521139069, 656.5454768857282, 451.85208309970926, 1166.2434059443026]","[73.86417388916016, 858.8633422851562, 174.6818389892578, 932.9602661132812]","72-E1
778.45"
1296,554.0,"[85.7909577076617, 656.384419813696, 480.5607270836639, 1150.4402471125945]","[102.54899597167969, 850.9188232421875, 207.47900390625, 925.4207763671875]","72-E1
778.45"
1297,554.0,"[112.11436587745897, 658.6747607780585, 495.5828442542334, 1134.8087748916837]","[134.54617309570312, 841.7587890625, 235.30128479003906, 912.8841552734375]","72-E1
778.45"
1298,554.0,"[145.36727660294252, 654.6319144589147, 521.0859640447153, 1117.6161174678484]","[165.97178649902344, 834.2618408203125, 262.174560546875, 901.4454345703125]","72-E1
778.45"
1299,554.0,"[173.0647282542327, 654.3293169408387, 538.4337922332006, 1102.7763348551573]","[197.30685424804688, 825.3720703125, 291.81683349609375, 892.348388671875]","72-E1
778.45"
1300,554.0,"[199.2404730532524, 658.9571814898219, 548.3344154436695, 1088.037515721208]","[224.19534301757812, 817.879150390625, 313.7054443359375, 880.5579833984375]","72-E1
778.45"
1301,554.0,"[226.68872246354442, 656.9197256677376, 562.6386702282965, 1072.3630453285343]","[248.09310913085938, 809.0952758789062, 338.869140625, 869.0418090820312]","72-E1
778.45"
1302,554.0,"[252.97288922370373, 654.0270464511356, 576.6178537175479, 1055.2454020191922]","[273.08209228515625, 802.4027709960938, 359.87945556640625, 862.5053100585938]","72-E1
778.45"
1303,554.0,"[276.72651294289017, 652.3712801262081, 587.7913378475087, 1040.6306279453418]","[298.77301025390625, 795.9613037109375, 382.92132568359375, 851.8916015625]","72-E1
778.45"
1304,554.0,"[299.51214826376577, 651.0348359602501, 599.7166527034144, 1026.811695543513]","[320.65863037109375, 789.9340209960938, 401.92919921875, 842.3706665039062]","72-E1
778.45"
1305,554.0,"[321.4682065584835, 649.4406253556406, 611.0035720446415, 1014.8525871675977]","[345.2942199707031, 782.8793334960938, 417.5299072265625, 838.5708618164062]","72-E1
778.45"
1306,554.0,"[345.9048991843972, 642.2727344109599, 629.752373254009, 1000.3777113824451]","[365.40106201171875, 779.1062622070312, 439.05908203125, 828.3257446289062]","72-E1
778.45"
1307,554.0,"[365.91226011127264, 638.27356603064, 642.2497551987602, 989.5489056342394]","[384.4556579589844, 774.8306884765625, 458.6252746582031, 823.8690185546875]","72-E1
778.45"
1308,554.0,"[385.10438681816413, 638.4149681024528, 653.3241495431382, 982.2159713690346]","[399.89703369140625, 770.9779052734375, 479.3038330078125, 819.3521728515625]","72-E1
778.45"
1309,554.0,"[399.2533964328636, 640.6969725202846, 658.7093041669493, 973.6047110760287]","[416.882080078125, 762.8607177734375, 487.981201171875, 811.8084716796875]","72-E1
778.45"
1310,554.0,"[416.7186140998011, 633.6459581608121, 670.4173535559707, 961.3647761590194]","[434.6659240722656, 760.278564453125, 508.2420959472656, 804.9409790039062]","72-E1
778.45"
1311,554.0,"[432.13380464874206, 635.3972641803019, 675.6986780329161, 954.189772864076]","[455.1363830566406, 748.8858032226562, 523.841552734375, 797.5394897460938]","72-E1
778.45"
1312,554.0,"[448.85846417413967, 632.057669332253, 686.0684676044202, 943.6133846582482]","[466.3823547363281, 747.4136962890625, 539.31689453125, 793.5785522460938]","72-E1
778.45"
1313,554.0,"[461.8641866551359, 632.4092397460629, 691.9588795511436, 936.6306840772595]","[482.33416748046875, 743.573486328125, 550.307861328125, 789.58251953125]","72-E1
778.45"
1314,554.0,"[470.3659637259418, 632.50091360927, 686.0505942852888, 929.1069143695844]","[495.4800109863281, 736.878173828125, 561.5616455078125, 783.071533203125]","72-E1
778.45"
1364,569.0,"[2.904325546123232, 217.18265294245498, 620.9445333889346, 868.8246866550082]","[106.32904815673828, 678.555908203125, 188.52911376953125, 728.8870239257812]","51-D5
6099"
1365,569.0,"[2.8692089050977643, 221.59580572634934, 625.5177977657984, 865.5820756688541]","[121.10982513427734, 678.1904296875, 198.56472778320312, 727.0982666015625]","51-AD
560.99"
1366,569.0,"[2.6058186561696743, 227.8193788794337, 628.9692284949049, 865.4019866852288]","[129.828369140625, 679.775146484375, 209.66184997558594, 728.8328857421875]","51-D5
6099"
1367,569.0,"[3.5815187433468623, 231.41426848361965, 634.0297425056383, 863.5262987048825]","[141.60556030273438, 680.434814453125, 217.4261474609375, 727.3964233398438]","51-D5
6099"
1368,569.0,"[4.491184091925902, 236.45262201690974, 639.7471040067261, 862.8644020933982]","[149.30975341796875, 679.7652587890625, 228.89625549316406, 728.0887451171875]","51-AD
560.99"
1369,569.0,"[5.976995047598052, 238.78534276679676, 645.0505272477303, 860.2803918806114]","[157.44488525390625, 676.1669311523438, 239.5389862060547, 725.80322265625]","51-D5
6099"
1370,569.0,"[9.682845951068145, 241.46846428200882, 651.0414987015554, 858.3044883112068]","[169.61087036132812, 676.868408203125, 247.14111328125, 723.91064453125]","51-D5
6099"
1371,569.0,"[13.07036884210811, 245.4150161202935, 655.8799449837358, 858.3148394159341]","[177.70925903320312, 676.7210693359375, 258.6094665527344, 725.1183471679688]","51-D5
6099"
1372,569.0,"[20.51951994250618, 246.53907800237397, 661.9100522114713, 854.8890229431979]","[190.9391326904297, 673.7576904296875, 267.9559020996094, 721.027587890625]","51-D5
6099"
1373,569.0,"[31.171586388122137, 248.73905884802707, 669.6542599776951, 853.0989568559407]","[197.30645751953125, 671.817626953125, 279.9366149902344, 721.5137329101562]","51-D5
6099"
1374,569.0,"[42.916861072224265, 251.290608591235, 677.3257512466857, 852.0567490046019]","[204.04225158691406, 672.789794921875, 286.42938232421875, 720.6853637695312]","51-D5
6099"
1375,569.0,"[52.36985363904665, 256.2963107103963, 682.8230178459687, 852.5427085805368]","[214.7101593017578, 674.0046997070312, 294.61029052734375, 722.8426513671875]","51-D5
6099"
1385,591.0,"[26.740782219698644, 652.0778587151608, 488.4827090732483, 1333.0318682528612]","[27.65361785888672, 981.1234130859375, 149.57313537597656, 1073.84912109375]","77-F6
6938"
1386,591.0,"[45.156323412334274, 663.9994348759942, 506.4978500951745, 1319.7130860488157]","[56.995582580566406, 971.533447265625, 179.3814239501953, 1061.29931640625]","77-F6
6938"
1391,603.0,"[196.67371774301304, 667.5878142217841, 583.5147739005344, 1190.907638222656]","[203.14984130859375, 913.8854370117188, 315.35302734375, 996.7230834960938]","77-F6
6938"
1392,603.0,"[223.00052362277663, 653.2611247091063, 606.7758423091927, 1181.6506689740604]","[229.44557189941406, 908.9263916015625, 336.6098327636719, 989.4818115234375]","77-F6
6938"
1394,603.0,"[265.2057708206786, 661.9584165596273, 626.5551981624654, 1164.5247298092552]","[266.9078063964844, 900.3917236328125, 378.3538513183594, 978.2535400390625]","77-G6
9380"
1395,603.0,"[282.37648912798903, 661.4096431527461, 635.1596937484487, 1153.6171055583554]","[291.3970642089844, 896.3003540039062, 395.7814636230469, 968.2908325195312]","77-F6
6938"
1396,603.0,"[290.90564703298844, 654.7076303008104, 638.0887483307037, 1139.0415476630023]","[311.5374755859375, 884.351806640625, 409.9664611816406, 953.9534912109375]","77-F6
6938"
1399,603.0,"[351.725959303243, 654.2719623943711, 670.5781521620893, 1106.9726350073931]","[375.0290222167969, 865.3502197265625, 461.0854797363281, 933.4295654296875]","77-F6
6938"
1401,608.0,"[387.076749042987, 743.5112463045939, 642.465133582271, 1087.9508231976242]","[400.871337890625, 852.7210693359375, 492.58428955078125, 921.0025634765625]","77-F6
6938"
1402,608.0,"[402.8411182581679, 747.2566544656793, 647.007056721294, 1080.1611744785732]","[413.7171936035156, 852.7498168945312, 502.3010559082031, 913.1806640625]","77-F6
6938"
1403,608.0,"[419.3182243488087, 747.0182109958992, 651.0670633056458, 1069.2759113839986]","[431.2203369140625, 844.285888671875, 515.9514770507812, 905.3955078125]","77-F6
6938"
1406,608.0,"[464.5939425201509, 749.9928443394319, 682.135369392869, 1049.2584468069222]","[465.89776611328125, 839.7984008789062, 550.2507934570312, 900.1680908203125]","77-F6
6938"
1406,569.0,"[301.0398586908774, 335.0930655316722, 789.6520486067415, 801.2215842345133]","[429.92376708984375, 676.9874267578125, 492.2383117675781, 716.6808471679688]","51-D5
6099"
1407,569.0,"[307.71073479785616, 336.0643245660191, 792.3259664636829, 801.8811134587837]","[437.21063232421875, 675.1253662109375, 505.24273681640625, 713.7720947265625]","51-D5
6099"
1408,569.0,"[313.7665402639687, 333.4165411563258, 792.2208447294365, 799.7505849071001]","[439.75128173828125, 669.0258178710938, 509.98675537109375, 709.984130859375]","51-D0
560.99"
1409,569.0,"[318.44261320798194, 336.21324524047805, 792.5219864379113, 802.0380081201852]","[442.9087829589844, 675.5167236328125, 511.6017150878906, 714.6639404296875]","51-D0
560.99"
1410,569.0,"[325.0247797856547, 334.9926618187143, 794.7717606096124, 798.8426429447401]","[448.57086181640625, 670.9945068359375, 522.1287231445312, 710.0252685546875]","51-D5
6099"
